0.00,57.788
0.00,58.0
0.00,58.21333333333333
0.00,58.355555555555554
0.00,58.45037037037037
0.00,58.51358024691358
0.00,58.555720164609056
0.00,58.5838134430727
0.00,58.6025422953818
0.01,58.6150281969212
0.01,58.623352131280804
0.01,58.628901420853865
0.01,58.632600947235915
0.01,58.635067298157274
0.01,58.63671153210485
0.01,58.6378076880699
0.01,58.63853845871326
0.01,58.639025639142176
0.01,58.639350426094786
0.01,58.63956695072986
0.01,58.63971130048657
0.01,58.63980753365772
0.01,58.63987168910514
0.01,58.63991445940343
0.01,58.63994297293562
0.01,58.63996198195708
0.01,58.63997465463805
0.01,58.639983103092035
0.01,58.63998873539469
0.01,58.639992490263126
0.01,58.63999499350875
0.01,58.639996662339165
0.01,58.63999777489278
0.01,58.639998516595185
0.02,58.63999901106346
0.02,58.63999934070897
0.02,58.639999560472646
0.02,58.63999970698176
0.02,58.63999980465451
0.02,58.639999869769674
0.02,58.63999991317978
0.02,58.63999994211986
0.02,58.63999996141324
0.02,58.63999997427549
0.02,58.63999998285033
0.02,58.639999988566885
0.02,58.63999999237792
0.02,58.63999999491862
0.02,58.63999999661241
0.02,58.639999997741604
0.02,58.6399999984944
0.02,58.639999998996274
0.02,58.63999999933085
0.02,58.63999999955389
0.02,58.639999999702596
0.02,58.63999999980173
0.02,58.63999999986782
0.03,58.63999999991188
0.03,58.63999999994125
0.03,58.639999999960835
0.03,58.63999999997389
0.03,58.63999999998259
0.03,58.6399999999884
0.03,58.63999999999226
0.03,58.63999999999484
0.03,58.63999999999656
0.03,58.639999999997706
0.03,58.63999999999847
0.03,58.63999999999898
0.03,58.63999999999932
0.03,58.639999999999546
0.03,58.639999999999695
0.03,58.6399999999998
0.03,58.639999999999866
0.03,58.63999999999991
0.03,58.639999999999944
0.03,58.63999999999996
0.03,58.63999999999997
0.03,58.63999999999998
0.03,58.639999999999986
0.03,58.63999999999999
0.04,58.63999999999999
0.04,58.63999999999999
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.00,57.788
0.00,58.0
0.00,58.21333333333333
0.00,58.355555555555554
0.00,58.45037037037037
0.00,58.51358024691358
0.00,58.555720164609056
0.00,58.5838134430727
0.00,58.6025422953818
0.01,58.6150281969212
0.01,58.623352131280804
0.01,58.628901420853865
0.01,58.632600947235915
0.01,58.635067298157274
0.01,58.63671153210485
0.01,58.6378076880699
0.01,58.63853845871326
0.01,58.639025639142176
0.01,58.639350426094786
0.01,58.63956695072986
0.01,58.63971130048657
0.01,58.63980753365772
0.01,58.63987168910514
0.01,58.63991445940343
0.01,58.63994297293562
0.01,58.63996198195708
0.01,58.63997465463805
0.01,58.639983103092035
0.01,58.63998873539469
0.01,58.639992490263126
0.01,58.63999499350875
0.02,58.639996662339165
0.02,58.63999777489278
0.02,58.639998516595185
0.02,58.63999901106346
0.02,58.63999934070897
0.02,58.639999560472646
0.02,58.63999970698176
0.02,58.63999980465451
0.02,58.639999869769674
0.02,58.63999991317978
0.02,58.63999994211986
0.02,58.63999996141324
0.02,58.63999997427549
0.02,58.63999998285033
0.02,58.639999988566885
0.02,58.63999999237792
0.02,58.63999999491862
0.02,58.63999999661241
0.02,58.639999997741604
0.02,58.6399999984944
0.02,58.639999998996274
0.02,58.63999999933085
0.02,58.63999999955389
0.02,58.639999999702596
0.03,58.63999999980173
0.03,58.63999999986782
0.03,58.63999999991188
0.03,58.63999999994125
0.03,58.639999999960835
0.03,58.63999999997389
0.03,58.63999999998259
0.03,58.6399999999884
0.03,58.63999999999226
0.03,58.63999999999484
0.03,58.63999999999656
0.03,58.639999999997706
0.03,58.63999999999847
0.03,58.63999999999898
0.03,58.63999999999932
0.03,58.639999999999546
0.03,58.639999999999695
0.03,58.6399999999998
0.03,58.639999999999866
0.03,58.63999999999991
0.03,58.639999999999944
0.03,58.63999999999996
0.03,58.63999999999997
0.04,58.63999999999998
0.04,58.639999999999986
0.04,58.63999999999999
0.04,58.63999999999999
0.04,58.63999999999999
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.04,58.64
0.00,55.616
0.00,55.76
0.00,55.856
0.00,55.92
0.00,55.962666666666664
0.00,55.99111111111111
0.00,56.010074074074076
0.00,56.022716049382716
0.00,56.03114403292181
0.01,56.03676268861454
0.01,56.040508459076364
0.01,56.04300563938424
0.01,56.04467042625616
0.01,56.045780284170775
0.01,56.04652018944718
0.01,56.04701345963146
0.01,56.04734230642097
0.01,56.04756153761398
0.01,56.04770769174265
0.01,56.04780512782843
0.01,56.04787008521896
0.01,56.04791339014597
0.01,56.047942260097315
0.01,56.04796150673154
0.01,56.04797433782103
0.01,56.047982891880686
0.01,56.047988594587125
0.01,56.047992396391415
0.01,56.04799493092761
0.01,56.047996620618406
0.01,56.04799774707894
0.01,56.04799849805262
0.02,56.04799899870175
0.02,56.04799933246783
0.02,56.04799955497855
0.02,56.047999703319036
0.02,56.04799980221269
0.02,56.047999868141794
0.02,56.04799991209453
0.02,56.047999941396355
0.02,56.0479999609309
0.02,56.047999973953935
0.02,56.04799998263596
0.02,56.04799998842397
0.02,56.04799999228265
0.02,56.0479999948551
0.02,56.04799999657006
0.02,56.047999997713376
0.02,56.04799999847558
0.02,56.04799999898373
0.02,56.047999999322485
0.02,56.047999999548324
